Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-101445,2022-06-01,CUST-7280,Customer 7280,West,Furniture,Bookcases,2761.91,2,0.03,918.44
ORD-101446,2023-09-12,CUST-8394,Customer 8394,South,Office Supplies,Art,167.55,2,0.27,-25.8
ORD-101447,2022-07-07,CUST-9656,Customer 9656,South,Furniture,Furnishings,1579.56,4,0.22,241.29
ORD-101448,2022-04-08,CUST-2190,Customer 2190,East,Technology,Phones,2612.4,3,0.11,672.22
ORD-101449,2022-05-11,CUST-6647,Customer 6647,West,Furniture,Furnishings,4257.0,4,0.09,396.33
ORD-101450,2022-06-20,CUST-4088,Customer 4088,West,Technology,Accessories,2748.66,2,0.15,401.02
ORD-101451,2022-07-02,CUST-5472,Customer 5472,East,Office Supplies,Art,897.15,6,0.03,123.21
ORD-101452,2022-12-30,CUST-4133,Customer 4133,South,Office Supplies,Binders,419.8,4,0.16,30.78
ORD-101453,2022-02-08,CUST-4415,Customer 4415,East,Furniture,Furnishings,238.63,2,0.07,47.24
ORD-101454,2023-06-11,CUST-3503,Customer 3503,West,Office Supplies,Binders,308.16,4,0.08,69.42
ORD-101455,2023-05-12,CUST-2898,Customer 2898,West,Furniture,Chairs,1726.63,6,0.06,137.91
ORD-101456,2023-05-31,CUST-8959,Customer 8959,West,Furniture,Tables,2669.69,3,0.13,402.47
ORD-101457,2022-12-15,CUST-8791,Customer 8791,East,Furniture,Tables,7445.76,5,0.04,1235.46
ORD-101458,2023-02-01,CUST-3042,Customer 3042,South,Technology,Accessories,2332.24,5,0.07,671.96
ORD-101459,2023-12-23,CUST-3124,Customer 3124,West,Office Supplies,Storage,340.78,7,0.1,20.24
ORD-101460,2022-06-10,CUST-2659,Customer 2659,West,Office Supplies,Art,410.78,6,0.17,60.86
ORD-101461,2022-01-16,CUST-7223,Customer 7223,West,Technology,Machines,12821.62,5,0.11,2971.1
ORD-101462,2023-05-08,CUST-2360,Customer 2360,East,Furniture,Tables,647.31,1,0.0,120.47
ORD-101463,2023-03-02,CUST-8281,Customer 8281,East,Technology,Machines,172.82,1,0.05,34.24
ORD-101464,2022-04-18,CUST-4387,Customer 4387,East,Office Supplies,Art,78.04,1,0.12,14.49
ORD-101465,2023-03-26,CUST-6950,Customer 6950,West,Furniture,Bookcases,10276.49,7,0.16,979.5
ORD-101466,2022-11-07,CUST-2946,Customer 2946,East,Office Supplies,Binders,408.63,4,0.11,109.85
ORD-101467,2022-06-19,CUST-7090,Customer 7090,South,Office Supplies,Paper,5.09,1,0.08,0.44
ORD-101468,2023-06-30,CUST-7458,Customer 7458,North,Technology,Machines,10327.04,6,0.08,1938.02
ORD-101469,2023-02-18,CUST-8224,Customer 8224,North,Furniture,Tables,1072.36,7,0.08,102.29
ORD-101470,2022-09-08,CUST-9444,Customer 9444,East,Office Supplies,Storage,455.52,4,0.17,34.76
ORD-101471,2022-05-21,CUST-1552,Customer 1552,West,Office Supplies,Paper,972.26,7,0.29,17.74
ORD-101472,2022-10-01,CUST-6870,Customer 6870,East,Technology,Copiers,3580.68,2,0.16,604.02
ORD-101473,2023-02-20,CUST-4561,Customer 4561,West,Office Supplies,Storage,619.12,3,0.11,128.68
ORD-101474,2023-08-31,CUST-4447,Customer 4447,North,Office Supplies,Binders,152.09,1,0.09,28.72
ORD-101475,2022-02-08,CUST-5173,Customer 5173,West,Office Supplies,Binders,425.02,2,0.07,95.35
ORD-101476,2022-01-29,CUST-5616,Customer 5616,South,Technology,Accessories,10181.56,7,0.09,1099.17
ORD-101477,2023-04-22,CUST-7937,Customer 7937,West,Furniture,Furnishings,7389.11,7,0.18,13.66
ORD-101478,2022-11-14,CUST-2444,Customer 2444,East,Technology,Copiers,921.47,2,0.08,73.5
ORD-101479,2022-09-02,CUST-5940,Customer 5940,South,Office Supplies,Paper,173.78,6,0.13,4.61
ORD-101480,2023-11-28,CUST-8420,Customer 8420,North,Office Supplies,Art,338.88,3,0.16,3.67
ORD-101481,2022-09-29,CUST-9228,Customer 9228,North,Office Supplies,Paper,40.78,1,0.17,2.9
ORD-101482,2023-03-16,CUST-2560,Customer 2560,West,Technology,Copiers,1561.36,1,0.05,347.01
ORD-101483,2022-08-27,CUST-9032,Customer 9032,North,Office Supplies,Art,73.96,4,0.11,12.75
ORD-101484,2023-01-12,CUST-1964,Customer 1964,North,Furniture,Tables,678.99,1,0.13,78.47
ORD-101485,2022-09-23,CUST-3924,Customer 3924,East,Furniture,Furnishings,1623.16,1,0.0,201.28
ORD-101486,2022-12-25,CUST-7139,Customer 7139,South,Furniture,Tables,8397.14,6,0.1,1491.44
ORD-101487,2022-12-06,CUST-3901,Customer 3901,West,Technology,Machines,9537.99,7,0.12,262.84
ORD-101488,2023-01-24,CUST-8084,Customer 8084,South,Office Supplies,Paper,54.56,2,0.1,3.68
ORD-101489,2023-07-31,CUST-6181,Customer 6181,West,Furniture,Tables,732.54,7,0.06,148.05
ORD-101490,2023-11-20,CUST-3773,Customer 3773,North,Technology,Machines,22039.99,7,0.0,6016.45
ORD-101491,2022-01-03,CUST-9453,Customer 9453,South,Furniture,Bookcases,895.01,2,0.02,175.14
ORD-101492,2023-03-05,CUST-2223,Customer 2223,West,Office Supplies,Storage,74.11,1,0.07,5.99
ORD-101493,2022-05-22,CUST-1434,Customer 1434,East,Technology,Phones,1251.55,2,0.0,175.69
ORD-101494,2023-01-11,CUST-8603,Customer 8603,South,Furniture,Furnishings,2191.57,4,0.06,153.56
ORD-101495,2023-11-01,CUST-2950,Customer 2950,West,Office Supplies,Binders,105.59,3,0.1,12.71
ORD-101496,2022-11-20,CUST-2523,Customer 2523,West,Furniture,Chairs,94.66,1,0.0,13.11
ORD-101497,2022-05-26,CUST-3621,Customer 3621,North,Office Supplies,Paper,41.54,5,0.17,0.1
ORD-101498,2022-10-20,CUST-3358,Customer 3358,West,Furniture,Furnishings,3637.21,5,0.18,-215.56
ORD-101499,2023-10-27,CUST-3807,Customer 3807,East,Office Supplies,Storage,28.55,6,0.17,1.94
ORD-101500,2023-03-08,CUST-9332,Customer 9332,South,Office Supplies,Binders,197.17,1,0.05,28.8
ORD-101501,2023-12-06,CUST-1713,Customer 1713,North,Technology,Copiers,222.06,2,0.06,54.53
ORD-101502,2023-08-08,CUST-2806,Customer 2806,South,Technology,Machines,5685.29,5,0.0,1559.09
ORD-101503,2023-02-03,CUST-9240,Customer 9240,South,Office Supplies,Paper,796.54,5,0.2,142.68
ORD-101504,2022-12-10,CUST-6972,Customer 6972,South,Technology,Accessories,15767.09,5,0.09,3627.04
ORD-101505,2022-05-20,CUST-6934,Customer 6934,East,Office Supplies,Storage,330.85,5,0.01,79.34
ORD-101506,2022-07-06,CUST-7712,Customer 7712,South,Technology,Machines,5019.3,2,0.15,1050.17
ORD-101507,2022-03-02,CUST-2106,Customer 2106,West,Office Supplies,Storage,550.57,5,0.2,10.02
ORD-101508,2023-01-15,CUST-9186,Customer 9186,East,Office Supplies,Storage,260.31,5,0.21,7.38
ORD-101509,2023-12-11,CUST-6491,Customer 6491,South,Technology,Machines,2498.26,1,0.11,546.13
ORD-101510,2023-03-16,CUST-2565,Customer 2565,North,Furniture,Bookcases,380.06,1,0.19,-18.29
ORD-101511,2022-11-15,CUST-1671,Customer 1671,North,Furniture,Bookcases,1320.25,1,0.16,63.77
ORD-101512,2022-10-29,CUST-8051,Customer 8051,North,Technology,Copiers,8079.64,5,0.2,-100.1
ORD-101513,2022-12-10,CUST-4347,Customer 4347,North,Technology,Machines,4401.14,6,0.08,294.91
ORD-101514,2022-01-11,CUST-8267,Customer 8267,South,Furniture,Furnishings,2363.26,6,0.25,-195.01
ORD-101515,2022-03-03,CUST-4125,Customer 4125,West,Technology,Machines,172.14,1,0.14,-1.57
ORD-101516,2022-08-14,CUST-8004,Customer 8004,West,Technology,Copiers,12870.14,6,0.05,1084.52
ORD-101517,2022-06-02,CUST-5953,Customer 5953,East,Office Supplies,Art,362.3,2,0.05,85.44
ORD-101518,2023-12-12,CUST-1971,Customer 1971,South,Furniture,Furnishings,1175.59,2,0.22,136.76
ORD-101519,2023-07-18,CUST-8506,Customer 8506,East,Furniture,Tables,3168.67,6,0.1,284.49
ORD-101520,2023-07-25,CUST-7044,Customer 7044,South,Furniture,Chairs,910.74,1,0.13,208.3
ORD-101521,2023-08-07,CUST-3613,Customer 3613,East,Office Supplies,Paper,139.24,1,0.13,16.11
ORD-101522,2023-10-22,CUST-4052,Customer 4052,South,Furniture,Chairs,1645.66,4,0.22,35.41
ORD-101523,2023-07-29,CUST-7387,Customer 7387,North,Furniture,Furnishings,3219.36,3,0.09,876.6
ORD-101524,2022-11-06,CUST-8547,Customer 8547,East,Office Supplies,Binders,270.58,6,0.0,46.17
ORD-101525,2022-08-31,CUST-1063,Customer 1063,West,Office Supplies,Art,702.87,6,0.11,37.89
ORD-101526,2023-05-08,CUST-4135,Customer 4135,North,Office Supplies,Storage,90.68,3,0.16,11.68
ORD-101527,2023-01-01,CUST-2921,Customer 2921,East,Furniture,Tables,395.18,1,0.17,23.88
ORD-101528,2022-11-26,CUST-8872,Customer 8872,West,Office Supplies,Binders,75.16,2,0.14,5.85
ORD-101529,2022-04-17,CUST-8227,Customer 8227,East,Office Supplies,Art,171.16,3,0.06,49.82
ORD-101530,2022-08-14,CUST-8420,Customer 8420,South,Office Supplies,Art,149.9,1,0.03,28.27
ORD-101531,2022-08-06,CUST-6047,Customer 6047,North,Furniture,Furnishings,656.02,6,0.04,106.59
ORD-101532,2023-05-21,CUST-7476,Customer 7476,South,Technology,Phones,8179.52,7,0.05,588.6
ORD-101533,2022-09-16,CUST-4014,Customer 4014,West,Office Supplies,Paper,639.34,5,0.11,169.82
ORD-101534,2023-06-01,CUST-2290,Customer 2290,West,Furniture,Bookcases,559.33,4,0.22,84.39
ORD-101535,2022-02-23,CUST-7983,Customer 7983,South,Office Supplies,Art,482.42,5,0.19,13.6
ORD-101536,2022-02-16,CUST-2497,Customer 2497,East,Technology,Phones,607.58,4,0.02,165.34
ORD-101537,2023-12-28,CUST-8828,Customer 8828,South,Office Supplies,Storage,329.85,6,0.14,9.29
ORD-101538,2023-11-20,CUST-1027,Customer 1027,West,Office Supplies,Binders,134.4,3,0.26,-12.74
ORD-101539,2023-06-05,CUST-6724,Customer 6724,West,Office Supplies,Art,30.06,3,0.06,8.6
ORD-101540,2022-04-09,CUST-4984,Customer 4984,North,Office Supplies,Paper,172.75,1,0.0,35.4
ORD-101541,2022-01-20,CUST-8275,Customer 8275,North,Office Supplies,Binders,342.4,2,0.12,87.06
ORD-101542,2023-07-27,CUST-6737,Customer 6737,East,Furniture,Chairs,5400.03,7,0.12,963.67
ORD-101543,2023-05-05,CUST-7800,Customer 7800,West,Office Supplies,Paper,444.1,4,0.04,111.75
ORD-101544,2023-02-23,CUST-1513,Customer 1513,East,Office Supplies,Binders,163.9,4,0.11,31.36
ORD-101545,2023-11-21,CUST-6807,Customer 6807,East,Office Supplies,Paper,415.97,2,0.1,87.39
ORD-101546,2022-03-03,CUST-5628,Customer 5628,South,Office Supplies,Art,137.81,3,0.18,25.66
ORD-101547,2022-05-25,CUST-2664,Customer 2664,West,Office Supplies,Paper,70.04,3,0.19,-0.14
ORD-101548,2022-08-04,CUST-3459,Customer 3459,West,Furniture,Tables,2386.75,6,0.11,425.75
ORD-101549,2022-01-03,CUST-1002,Customer 1002,West,Office Supplies,Binders,578.23,6,0.16,2.99
ORD-101550,2022-06-09,CUST-5264,Customer 5264,East,Office Supplies,Paper,275.2,6,0.04,84.57
ORD-101551,2022-04-30,CUST-5838,Customer 5838,West,Technology,Accessories,548.73,5,0.04,126.82
ORD-101552,2022-03-30,CUST-3157,Customer 3157,South,Furniture,Bookcases,2569.05,3,0.09,219.61
ORD-101553,2022-11-25,CUST-3424,Customer 3424,East,Furniture,Bookcases,498.36,1,0.09,76.75
ORD-101554,2023-08-03,CUST-4459,Customer 4459,North,Technology,Copiers,4335.45,2,0.02,686.76
ORD-101555,2022-12-23,CUST-7723,Customer 7723,East,Office Supplies,Binders,143.77,6,0.12,35.52
ORD-101556,2023-09-02,CUST-4402,Customer 4402,West,Furniture,Tables,4428.84,5,0.17,523.11
ORD-101557,2022-09-24,CUST-7226,Customer 7226,North,Office Supplies,Storage,37.91,1,0.17,2.14
ORD-101558,2023-09-09,CUST-2650,Customer 2650,South,Office Supplies,Paper,275.66,3,0.15,4.36
ORD-101559,2022-11-19,CUST-5426,Customer 5426,North,Furniture,Furnishings,729.93,5,0.15,161.29
ORD-101560,2023-09-27,CUST-7861,Customer 7861,West,Technology,Accessories,4273.12,2,0.05,567.06
ORD-101561,2023-06-25,CUST-2634,Customer 2634,South,Office Supplies,Paper,651.98,4,0.09,124.1
ORD-101562,2023-10-11,CUST-6190,Customer 6190,West,Office Supplies,Art,190.03,4,0.27,-20.21
ORD-101563,2022-07-14,CUST-1017,Customer 1017,North,Office Supplies,Art,435.69,3,0.12,46.72
ORD-101564,2022-11-28,CUST-5832,Customer 5832,East,Technology,Copiers,8502.63,4,0.02,1348.24
ORD-101565,2022-06-19,CUST-9662,Customer 9662,North,Technology,Phones,631.33,2,0.04,119.49
ORD-101566,2023-06-05,CUST-7260,Customer 7260,East,Office Supplies,Binders,430.05,2,0.08,33.51
ORD-101567,2023-04-08,CUST-9882,Customer 9882,East,Furniture,Bookcases,2173.45,6,0.01,692.86
ORD-101568,2022-02-09,CUST-1677,Customer 1677,North,Office Supplies,Paper,474.2,5,0.12,96.81
ORD-101569,2023-06-21,CUST-6860,Customer 6860,North,Technology,Copiers,15697.18,7,0.07,2262.98
ORD-101570,2022-09-18,CUST-6196,Customer 6196,South,Office Supplies,Storage,1264.18,6,0.13,3.11
ORD-101571,2023-01-30,CUST-3176,Customer 3176,West,Technology,Machines,6229.99,5,0.1,1238.66
ORD-101572,2022-08-14,CUST-5288,Customer 5288,West,Technology,Accessories,995.69,1,0.11,227.04
ORD-101573,2022-05-04,CUST-3334,Customer 3334,North,Office Supplies,Storage,88.47,2,0.06,20.6
ORD-101574,2022-02-07,CUST-8085,Customer 8085,West,Furniture,Tables,6455.19,7,0.14,2.24
ORD-101575,2022-11-24,CUST-6099,Customer 6099,South,Technology,Accessories,2022.68,7,0.13,232.81
ORD-101576,2022-09-08,CUST-8157,Customer 8157,South,Technology,Phones,4967.24,2,0.1,1256.87
ORD-101577,2022-06-25,CUST-5080,Customer 5080,North,Technology,Accessories,2130.78,3,0.11,537.87
ORD-101578,2023-08-25,CUST-9192,Customer 9192,East,Office Supplies,Binders,678.49,6,0.22,30.62
ORD-101579,2023-03-30,CUST-4132,Customer 4132,East,Technology,Machines,8954.07,5,0.04,2209.52
ORD-101580,2022-02-06,CUST-2417,Customer 2417,East,Furniture,Chairs,255.03,1,0.15,0.31
ORD-101581,2022-11-12,CUST-3297,Customer 3297,North,Technology,Machines,13480.02,6,0.09,1388.97
ORD-101582,2023-11-19,CUST-2757,Customer 2757,East,Office Supplies,Storage,1017.85,5,0.1,248.75
ORD-101583,2023-08-16,CUST-3768,Customer 3768,North,Office Supplies,Paper,250.28,7,0.16,30.73
ORD-101584,2022-04-24,CUST-7828,Customer 7828,North,Technology,Copiers,9229.17,7,0.01,2873.98
ORD-101585,2022-02-09,CUST-5427,Customer 5427,East,Furniture,Furnishings,299.89,1,0.11,77.13
ORD-101586,2022-10-28,CUST-3298,Customer 3298,East,Technology,Copiers,2394.64,1,0.06,193.79
ORD-101587,2022-08-12,CUST-7436,Customer 7436,West,Office Supplies,Storage,346.05,3,0.09,33.73
ORD-101588,2022-11-14,CUST-7178,Customer 7178,East,Technology,Copiers,11105.54,4,0.08,1042.13
ORD-101589,2022-12-15,CUST-7896,Customer 7896,South,Technology,Accessories,7571.96,2,0.0,2230.92
ORD-101590,2022-04-25,CUST-3534,Customer 3534,North,Technology,Phones,1073.03,2,0.15,188.21
ORD-101591,2023-11-29,CUST-4198,Customer 4198,North,Office Supplies,Binders,165.37,7,0.23,-20.86
ORD-101592,2022-11-19,CUST-5902,Customer 5902,South,Technology,Phones,10478.72,4,0.13,2003.51
ORD-101593,2023-07-22,CUST-2797,Customer 2797,North,Office Supplies,Paper,413.66,2,0.11,41.09
ORD-101594,2022-02-09,CUST-8426,Customer 8426,West,Technology,Phones,16170.84,6,0.1,4178.69
ORD-101595,2022-02-09,CUST-3201,Customer 3201,East,Technology,Accessories,2240.96,2,0.11,295.63
ORD-101596,2022-10-16,CUST-1276,Customer 1276,West,Furniture,Chairs,1019.51,1,0.09,286.85
ORD-101597,2022-09-19,CUST-5802,Customer 5802,East,Furniture,Tables,1686.07,2,0.11,402.88
ORD-101598,2022-08-04,CUST-9344,Customer 9344,West,Technology,Copiers,5939.2,2,0.13,1357.45
ORD-101599,2022-05-27,CUST-1685,Customer 1685,East,Technology,Phones,4859.79,3,0.13,979.41
ORD-101600,2022-12-02,CUST-5121,Customer 5121,West,Furniture,Furnishings,2237.54,5,0.14,177.75
ORD-101601,2022-06-17,CUST-6914,Customer 6914,North,Office Supplies,Art,99.91,1,0.05,15.79
ORD-101602,2022-04-02,CUST-1615,Customer 1615,North,Technology,Machines,3537.33,7,0.1,918.62
ORD-101603,2022-12-19,CUST-2903,Customer 2903,West,Furniture,Furnishings,848.62,1,0.08,204.46
ORD-101604,2023-07-25,CUST-9254,Customer 9254,East,Office Supplies,Storage,20.82,1,0.18,0.41
ORD-101605,2023-07-25,CUST-6400,Customer 6400,South,Office Supplies,Paper,920.13,7,0.16,24.35
ORD-101606,2023-11-12,CUST-6103,Customer 6103,West,Technology,Machines,5050.88,4,0.05,670.85
ORD-101607,2022-12-29,CUST-8564,Customer 8564,North,Office Supplies,Art,344.03,3,0.21,-26.83
ORD-101608,2023-07-11,CUST-6311,Customer 6311,West,Office Supplies,Paper,782.87,5,0.15,-3.54
ORD-101609,2022-12-11,CUST-9706,Customer 9706,South,Office Supplies,Paper,488.51,4,0.12,106.27
ORD-101610,2023-11-24,CUST-6670,Customer 6670,West,Furniture,Furnishings,1354.09,4,0.19,249.61
ORD-101611,2022-06-19,CUST-2067,Customer 2067,South,Office Supplies,Binders,457.89,6,0.01,97.29
ORD-101612,2022-12-22,CUST-3560,Customer 3560,West,Furniture,Tables,386.79,2,0.13,22.86
ORD-101613,2022-07-10,CUST-3520,Customer 3520,East,Furniture,Chairs,1152.35,1,0.08,250.95
ORD-101614,2023-10-29,CUST-1362,Customer 1362,South,Office Supplies,Paper,871.0,7,0.05,66.49
ORD-101615,2023-02-26,CUST-4851,Customer 4851,South,Technology,Copiers,5596.15,5,0.11,752.62
ORD-101616,2023-12-01,CUST-2128,Customer 2128,East,Furniture,Tables,592.11,1,0.15,44.85
ORD-101617,2022-01-07,CUST-9515,Customer 9515,West,Furniture,Bookcases,1312.28,6,0.24,40.67
ORD-101618,2022-05-13,CUST-2327,Customer 2327,West,Office Supplies,Binders,371.28,2,0.24,4.42
ORD-101619,2023-07-11,CUST-9320,Customer 9320,North,Furniture,Tables,914.69,2,0.01,265.24
ORD-101620,2022-01-31,CUST-4787,Customer 4787,East,Office Supplies,Binders,624.26,5,0.24,-3.2
ORD-101621,2023-06-19,CUST-4032,Customer 4032,East,Technology,Machines,1964.68,2,0.09,453.34
ORD-101622,2023-03-02,CUST-3336,Customer 3336,South,Office Supplies,Art,176.13,1,0.16,9.5
ORD-101623,2023-01-29,CUST-5475,Customer 5475,East,Office Supplies,Art,378.79,3,0.0,60.41
ORD-101624,2023-11-03,CUST-8995,Customer 8995,East,Technology,Phones,1770.7,5,0.09,291.93
ORD-101625,2022-12-29,CUST-4343,Customer 4343,South,Technology,Machines,2642.1,1,0.08,361.94
ORD-101626,2023-03-13,CUST-6409,Customer 6409,North,Furniture,Furnishings,4141.5,4,0.06,914.79
ORD-101627,2023-11-01,CUST-3816,Customer 3816,North,Office Supplies,Paper,462.13,4,0.0,111.93
ORD-101628,2023-07-05,CUST-4683,Customer 4683,West,Office Supplies,Storage,699.85,4,0.12,86.4
ORD-101629,2022-03-23,CUST-2200,Customer 2200,South,Office Supplies,Storage,578.74,3,0.09,27.47
ORD-101630,2022-12-22,CUST-1687,Customer 1687,East,Office Supplies,Art,744.58,4,0.0,219.73
ORD-101631,2022-09-15,CUST-1355,Customer 1355,West,Office Supplies,Paper,1164.12,7,0.15,47.2
ORD-101632,2023-12-19,CUST-7363,Customer 7363,North,Technology,Copiers,15155.28,5,0.07,3868.76
ORD-101633,2023-08-12,CUST-4750,Customer 4750,South,Technology,Copiers,8217.49,3,0.09,473.41
ORD-101634,2023-06-08,CUST-3052,Customer 3052,North,Technology,Machines,2315.76,5,0.05,352.03
ORD-101635,2022-10-22,CUST-3707,Customer 3707,North,Office Supplies,Art,74.73,1,0.2,4.7
ORD-101636,2022-08-12,CUST-9496,Customer 9496,West,Office Supplies,Paper,428.08,2,0.11,88.59
ORD-101637,2023-06-09,CUST-9422,Customer 9422,West,Furniture,Tables,3872.3,4,0.07,1039.5
ORD-101638,2022-02-15,CUST-6238,Customer 6238,North,Furniture,Tables,1233.26,5,0.01,298.84
ORD-101639,2023-10-29,CUST-4874,Customer 4874,North,Office Supplies,Storage,836.45,6,0.08,50.61
ORD-101640,2022-04-23,CUST-5716,Customer 5716,South,Office Supplies,Storage,1568.9,7,0.05,169.95
ORD-101641,2022-08-21,CUST-5715,Customer 5715,East,Technology,Machines,9518.68,7,0.04,3061.32
ORD-101642,2022-01-17,CUST-5499,Customer 5499,West,Technology,Machines,12555.17,7,0.09,2495.14
ORD-101643,2022-12-26,CUST-5206,Customer 5206,South,Office Supplies,Art,258.35,2,0.0,33.27
ORD-101644,2022-08-11,CUST-9184,Customer 9184,South,Technology,Copiers,1023.07,3,0.15,-29.16
ORD-101645,2023-12-01,CUST-7499,Customer 7499,East,Office Supplies,Paper,217.01,1,0.13,25.01
ORD-101646,2023-03-24,CUST-9638,Customer 9638,West,Office Supplies,Art,266.7,2,0.17,31.31
ORD-101647,2022-12-31,CUST-2280,Customer 2280,North,Technology,Phones,4893.5,3,0.11,576.92
ORD-101648,2023-11-06,CUST-2497,Customer 2497,South,Office Supplies,Binders,47.22,1,0.0,15.15
ORD-101649,2022-11-22,CUST-4060,Customer 4060,East,Furniture,Bookcases,9755.18,7,0.08,2471.18
ORD-101650,2023-04-12,CUST-8661,Customer 8661,East,Technology,Copiers,494.18,2,0.1,133.55
ORD-101651,2023-02-18,CUST-1841,Customer 1841,North,Office Supplies,Paper,239.96,3,0.13,50.79
ORD-101652,2023-03-31,CUST-7141,Customer 7141,East,Office Supplies,Binders,187.94,1,0.19,-4.55
ORD-101653,2023-08-09,CUST-4570,Customer 4570,East,Office Supplies,Art,1060.67,6,0.1,94.41
ORD-101654,2022-08-21,CUST-8574,Customer 8574,South,Technology,Copiers,1657.23,1,0.09,395.28
ORD-101655,2022-08-12,CUST-7239,Customer 7239,West,Technology,Phones,2375.35,2,0.08,209.92
ORD-101656,2023-02-16,CUST-9301,Customer 9301,South,Furniture,Bookcases,685.8,1,0.1,112.2
ORD-101657,2023-07-26,CUST-8318,Customer 8318,North,Technology,Accessories,3336.81,3,0.01,461.67
ORD-101658,2022-12-01,CUST-7721,Customer 7721,North,Office Supplies,Art,774.41,7,0.14,-14.19
ORD-101659,2022-08-10,CUST-7878,Customer 7878,South,Office Supplies,Binders,219.9,2,0.1,21.48
ORD-101660,2022-02-06,CUST-9276,Customer 9276,South,Office Supplies,Art,194.59,3,0.1,6.4
ORD-101661,2022-10-05,CUST-8675,Customer 8675,North,Office Supplies,Binders,200.09,3,0.11,6.85
ORD-101662,2022-07-15,CUST-6767,Customer 6767,West,Furniture,Tables,832.38,1,0.03,89.5
ORD-101663,2023-04-29,CUST-1179,Customer 1179,West,Office Supplies,Paper,178.51,1,0.12,30.02
ORD-101664,2022-08-30,CUST-8465,Customer 8465,West,Office Supplies,Paper,470.98,5,0.07,95.28
ORD-101665,2022-11-20,CUST-1720,Customer 1720,South,Technology,Copiers,737.85,5,0.05,99.44
ORD-101666,2022-07-11,CUST-3685,Customer 3685,South,Office Supplies,Paper,627.19,6,0.19,66.06
ORD-101667,2022-01-17,CUST-2686,Customer 2686,West,Technology,Phones,2549.02,1,0.04,234.0
ORD-101668,2023-06-08,CUST-1716,Customer 1716,South,Furniture,Furnishings,4036.6,5,0.02,879.08
ORD-101669,2023-02-05,CUST-9903,Customer 9903,South,Furniture,Tables,1478.16,5,0.09,93.45
ORD-101670,2023-12-06,CUST-2488,Customer 2488,West,Furniture,Chairs,1896.58,2,0.0,266.54
ORD-101671,2022-01-22,CUST-8628,Customer 8628,East,Technology,Copiers,926.62,5,0.11,237.93
ORD-101672,2023-04-19,CUST-7276,Customer 7276,West,Office Supplies,Paper,576.86,5,0.09,87.77
ORD-101673,2022-04-30,CUST-2579,Customer 2579,East,Furniture,Bookcases,6616.84,6,0.0,1325.46
ORD-101674,2022-07-29,CUST-8887,Customer 8887,West,Office Supplies,Binders,1177.78,5,0.06,136.59
ORD-101675,2022-11-02,CUST-2192,Customer 2192,South,Technology,Machines,4867.11,4,0.15,600.97
ORD-101676,2022-09-27,CUST-6177,Customer 6177,West,Office Supplies,Binders,715.06,6,0.1,196.39
ORD-101677,2023-12-05,CUST-8698,Customer 8698,South,Furniture,Tables,1459.78,3,0.19,21.93
ORD-101678,2023-11-18,CUST-8791,Customer 8791,South,Technology,Copiers,14218.97,7,0.13,3473.1
ORD-101679,2022-10-12,CUST-8247,Customer 8247,South,Office Supplies,Paper,307.29,5,0.09,39.71
ORD-101680,2023-12-17,CUST-3154,Customer 3154,North,Technology,Phones,10530.67,6,0.1,2402.84
ORD-101681,2023-11-07,CUST-5025,Customer 5025,East,Furniture,Chairs,3036.98,5,0.12,138.2
ORD-101682,2022-08-15,CUST-9818,Customer 9818,South,Office Supplies,Binders,121.82,1,0.04,20.0
ORD-101683,2023-01-16,CUST-2049,Customer 2049,South,Office Supplies,Paper,903.11,6,0.0,158.49
ORD-101684,2023-04-05,CUST-6307,Customer 6307,North,Office Supplies,Binders,320.85,2,0.14,70.21
ORD-101685,2022-01-07,CUST-3221,Customer 3221,South,Office Supplies,Binders,696.56,6,0.15,-15.32
ORD-101686,2022-01-29,CUST-5989,Customer 5989,North,Technology,Machines,10236.92,7,0.1,2081.23
ORD-101687,2022-02-02,CUST-6364,Customer 6364,South,Technology,Machines,6350.48,3,0.07,1523.72
ORD-101688,2023-10-08,CUST-2844,Customer 2844,North,Technology,Copiers,3306.13,1,0.07,835.41
ORD-101689,2022-03-20,CUST-6634,Customer 6634,East,Furniture,Chairs,2260.41,7,0.17,-56.18
ORD-101690,2023-04-04,CUST-2218,Customer 2218,South,Technology,Accessories,6727.11,2,0.0,1879.81
ORD-101691,2023-07-24,CUST-8012,Customer 8012,East,Office Supplies,Art,247.53,2,0.14,56.02
ORD-101692,2023-06-22,CUST-9965,Customer 9965,East,Technology,Accessories,21476.69,7,0.11,5641.5
ORD-101693,2023-04-27,CUST-5680,Customer 5680,West,Office Supplies,Paper,126.31,1,0.31,-32.9
ORD-101694,2023-03-06,CUST-4486,Customer 4486,South,Office Supplies,Art,16.09,2,0.17,0.81
ORD-101695,2022-10-12,CUST-2755,Customer 2755,East,Office Supplies,Paper,119.99,4,0.09,25.55
ORD-101696,2023-05-31,CUST-7716,Customer 7716,West,Technology,Machines,2475.05,2,0.1,312.74
ORD-101697,2022-04-09,CUST-2063,Customer 2063,North,Furniture,Furnishings,946.89,4,0.16,48.57
ORD-101698,2023-02-01,CUST-5069,Customer 5069,North,Technology,Phones,6188.54,7,0.01,747.32
ORD-101699,2023-05-04,CUST-9424,Customer 9424,West,Technology,Machines,8955.07,4,0.1,1148.1
